3.0, 0, True, -43.53313422036233
3.0, 0, False, -85.53896336245765
3.0, 1, True, -43.48688895113678
3.0, 1, False, -87.16663168227754
3.0, 2, True, -41.51326716566594
3.0, 2, False, -84.45094946155336
3.0, 3, True, -43.51596727591738
3.0, 3, False, -85.52752776800631
3.0, 4, True, -42.529933776407475
3.0, 4, False, -83.64441640260185
3.0, 5, True, -45.05831831106956
3.0, 5, False, -91.3261455634059
3.0, 6, True, -40.50627442072507
3.0, 6, False, -83.30799830245293
3.0, 7, True, -42.10141336454409
3.0, 7, False, -85.93062713346761
3.0, 8, True, -45.18350319008725
3.0, 8, False, -93.75614459656524
3.0, 9, True, -44.7106748961897
3.0, 9, False, -86.25852670423103
2.0, 0, True, -43.97512366398705
2.0, 0, False, -279.4203337611299
2.0, 1, True, -43.96149921291001
2.0, 1, False, -309.1903697858806
2.0, 2, True, -42.00797108090985
2.0, 2, False, -295.66433616226726
2.0, 3, True, -43.967869205851784
2.0, 3, False, -303.4218529390535
2.0, 4, True, -42.98901930868344
2.0, 4, False, -267.77993376754074
2.0, 5, True, -45.52586659591806
2.0, 5, False, -323.13635165860336
2.0, 6, True, -40.972610380219194
2.0, 6, False, -273.8383749667544
2.0, 7, True, -42.511496309230544
2.0, 7, False, -292.2422787020487
2.0, 8, True, -45.66116202969205
2.0, 8, False, -315.3987825357579
2.0, 9, True, -45.162782214254264
2.0, 9, False, -289.2732506598885
1.5, 0, True, -42.79771160248452
1.5, 0, False, -992.3185752933423
1.5, 1, True, -44.24247437113569
1.5, 1, False, -1059.3470736135966
1.5, 2, True, -43.59954440833554
1.5, 2, False, -1033.4509311357617
1.5, 3, True, -44.25161057284107
1.5, 3, False, -1041.7547817431491
1.5, 4, True, -43.247724941232704
1.5, 4, False, -975.819334274271
1.5, 5, True, -45.812405308616
1.5, 5, False, -1060.799836967802
1.5, 6, True, -41.238389045674396
1.5, 6, False, -938.5514338930886
1.5, 7, True, -42.767807365804074
1.5, 7, False, -1016.4326641356313
1.5, 8, True, -45.92032733699112
1.5, 8, False, -1061.22113477197
1.5, 9, True, -45.402324174453724
1.5, 9, False, -1054.8161350365006
1.0, 0, True, -43.953509611870224
1.0, 0, False, -3589.186339341334
1.0, 1, True, -42.62334957109396
1.0, 1, False, -3609.664655744319
1.0, 2, True, -42.55224878783851
1.0, 2, False, -3573.3032654863646
1.0, 3, True, -41.619181747306044
1.0, 3, False, -3592.2654464082916
1.0, 4, True, -44.103013215202225
1.0, 4, False, -3680.7486999546927
1.0, 5, True, -44.41133958171846
1.0, 5, False, -3677.0698094070403
1.0, 6, True, -44.52739031644551
1.0, 6, False, -3704.1979183904564
1.0, 7, True, -44.45379308453088
1.0, 7, False, -3678.6929289125715
1.0, 8, True, -39.79161523875088
1.0, 8, False, -3531.665986971651
1.0, 9, True, -42.667434688293056
1.0, 9, False, -3569.61448567151
