3.0, 1, 1, -111.43074906242308
2.0, 1, 1, -71.81345169448572
1.0, 1, 1, -49.63850332875734
0.5, 1, 1, -41.69154887581579
3.0, 2, 1, -61.91787179245059
2.0, 2, 1, -42.39713280479309
1.0, 2, 1, -29.5847281790566
0.5, 2, 1, -23.596562893384224
3.0, 3, 1, -49.95454129758206
2.0, 3, 1, -34.840359223205624
1.0, 3, 1, -26.86194439457724
0.5, 3, 1, -22.42947157929962
3.0, 4, 1, -49.65888279226742
2.0, 4, 1, -34.61676247218221
1.0, 4, 1, -26.565243361277584
0.5, 4, 1, -21.729643095990745
3.0, 1, 2, -120.10178556450725
2.0, 1, 2, -81.86917344395906
1.0, 1, 2, -49.972898171431154
0.5, 1, 2, -40.42289101202053
3.0, 2, 2, -61.82159278590088
2.0, 2, 2, -45.436322492034435
1.0, 2, 2, -28.474853423734764
0.5, 2, 2, -22.55206354582216
3.0, 3, 2, -53.499027657881
2.0, 3, 2, -36.773838393618725
1.0, 3, 2, -25.201877059463115
0.5, 3, 2, -20.78306260829097
3.0, 4, 2, -51.78525324723262
2.0, 4, 2, -36.10121012901024
1.0, 4, 2, -24.426380748055315
0.5, 4, 2, -20.272796021436427

